@relation 'TCED'
@attribute textid NUMERIC
@attribute emomax NUMERIC
@attribute emomin NUMERIC
@attribute meanang NUMERIC
@attribute meanant NUMERIC
@attribute meandis NUMERIC
@attribute meanfea NUMERIC
@attribute meanjoy NUMERIC
@attribute meansad NUMERIC
@attribute meansup NUMERIC
@attribute meantru NUMERIC
@attribute meanpos NUMERIC
@attribute meanneg NUMERIC
@attribute emomax1 NUMERIC
@attribute emomin1 NUMERIC
@attribute meanang1 NUMERIC
@attribute meanant1 NUMERIC
@attribute meandis1 NUMERIC
@attribute meanfea1 NUMERIC
@attribute meanjoy1 NUMERIC
@attribute meansad1 NUMERIC
@attribute meansup1 NUMERIC
@attribute meantru1 NUMERIC
@attribute meanpos1 NUMERIC
@attribute meanneg1 NUMERIC
@attribute emomax2 NUMERIC
@attribute emomin2 NUMERIC
@attribute meanang2 NUMERIC
@attribute meanant2 NUMERIC
@attribute meandis2 NUMERIC
@attribute meanfea2 NUMERIC
@attribute meanjoy2 NUMERIC
@attribute meansad2 NUMERIC
@attribute meansup2 NUMERIC
@attribute meantru2 NUMERIC
@attribute meanpos2 NUMERIC
@attribute meanneg2 NUMERIC
@attribute emomax3 NUMERIC
@attribute emomin3 NUMERIC
@attribute meanang3 NUMERIC
@attribute meanant3 NUMERIC
@attribute meandis3 NUMERIC
@attribute meanfea3 NUMERIC
@attribute meanjoy3 NUMERIC
@attribute meansad3 NUMERIC
@attribute meansup3 NUMERIC
@attribute meantru3 NUMERIC
@attribute meanpos3 NUMERIC
@attribute meanneg3 NUMERIC

@attribute emomax12 NUMERIC
@attribute emomin12 NUMERIC
@attribute meanang12 NUMERIC
@attribute meanant12 NUMERIC
@attribute meandis12 NUMERIC
@attribute meanfea12 NUMERIC
@attribute meanjoy12 NUMERIC
@attribute meansad12 NUMERIC
@attribute meansup12 NUMERIC
@attribute meantru12 NUMERIC
@attribute meanpos12 NUMERIC
@attribute meanneg12 NUMERIC

@attribute emomax13 NUMERIC
@attribute emomin13 NUMERIC
@attribute meanang13 NUMERIC
@attribute meanant13 NUMERIC
@attribute meandis13 NUMERIC
@attribute meanfea13 NUMERIC
@attribute meanjoy13 NUMERIC
@attribute meansad13 NUMERIC
@attribute meansup13 NUMERIC
@attribute meantru13 NUMERIC
@attribute meanpos13 NUMERIC
@attribute meanneg13 NUMERIC

@attribute emomax23 NUMERIC
@attribute emomin23 NUMERIC
@attribute meanang23 NUMERIC
@attribute meanant23 NUMERIC
@attribute meandis23 NUMERIC
@attribute meanfea23 NUMERIC
@attribute meanjoy23 NUMERIC
@attribute meansad23 NUMERIC
@attribute meansup23 NUMERIC
@attribute meantru23 NUMERIC
@attribute meanpos23 NUMERIC
@attribute meanneg23 NUMERIC
@attribute revised {0, 1}
@data
51,0.166667,0,0.0336583,0.00969532,0.0101302,0.020402,0.00266416,0.0126028,0.0156739,0.00500921,0.0116273,0.0441957,0.129032,0,0.0124363,0.00264592,0,0.00708795,0.00195292,0.00195292,0.00552746,0,0.0027027,0.00835222,0.125,0,0.00997871,0.00368339,0.00537258,0.00940698,0.000711238,0.00537258,0.00700655,0.0016432,0.00630455,0.0154065,0.125,0,0.00995631,0,0.00139159,0.00262009,0,0.00191134,0.00313984,0,0.00262009,0.0125665,1.03226,0,1.24628,0.718338,0,0.753478,2.74581,0.363498,0.788899,0,0.428691,0.542123,1.03226,0,1.24909,0,0,2.70523,0,1.02175,1.76043,0,1.03153,0.664643,1,0,1.00225,0,3.86075,3.59032,0,2.8109,2.2315,0,2.40623,1.226,0
52,0.181818,0,0.0415881,0.0389905,0.0180356,0.0234731,0.0100394,0.0287153,0.0168922,0.0103529,0.0181522,0.0192757,0.166667,0,0.00740246,0.00676262,0.00125409,0.0127559,0.00433449,0.00667937,0.00587274,0.00078061,0.0034066,0.00921329,0.179487,0,0.00790162,0.00844971,0.00587428,0.00108225,0.00230186,0.00529153,0.00094697,0.00466354,0.00389139,0.00330688,0.125,0,0.010899,0.00970349,0.00928387,0.00537974,0,0.0107815,0.00326229,0.00403465,0.00710231,0.00279856,0.928571,0,0.936828,0.800337,0.213489,11.7864,1.88303,1.26228,6.20161,0.167386,0.875418,2.7861,1.33333,0,0.679185,0.696926,0.135083,2.3711,0,0.619523,1.80019,0.193476,0.479647,3.29215,1.4359,0,0.724984,0.870791,0.63274,0.201172,0,0.490799,0.290278,1.15587,0.547906,1.18163,0
53,0.5,0,0.0485378,0.0234323,0.0109018,0.0198319,0.00558699,0.0109964,0.0186183,0.010316,0.00779463,0.0236921,0.133333,0,0.00429415,0.00504574,0.0020881,0.00157719,0.00035461,0.00264325,0.00178996,0.000602012,0.00035461,0.00254983,0.166667,0,0.00784676,0.00175203,0.00167143,0.00333353,0.000322373,0.00217756,0.00320217,0.00124744,0.000747905,0.00334446,0.166667,0,0.00584517,0.00372395,0.00234339,0.00191758,0.0011577,0.00171761,0.00129179,0.00214314,0.000531915,0.00254336,0.8,0,0.547251,2.87995,1.24929,0.473129,1.1,1.21386,0.558983,0.482597,0.474138,0.762406,0.8,0,0.734649,1.35494,0.891061,0.822491,0.306306,1.53891,1.38564,0.280902,0.666667,1.00255,1,0,1.34244,0.470475,0.713254,1.73841,0.27846,1.26779,2.47885,0.582063,1.40606,1.31498,0
54,0.1875,0,0.0584668,0.0316122,0.00952913,0.0273653,0.00917649,0.0157203,0.0261467,0.01677,0.00550705,0.0253819,0.151515,0,0.0115285,0.0039827,0.00105088,0.00728743,0.000690131,0.00347192,0.00875187,0.00259982,0.00177756,0.00486272,0.136364,0,0.00896789,0.004897,0.00085304,0.00750887,0.000529101,0.0016089,0.00520007,0.00282514,0.000496032,0.00500713,0.172414,0,0.0150095,0.00464185,0.000417711,0.00331429,0.000417711,0.00293845,0.005511,0.00252999,0.000417711,0.00505475,1.11111,0,1.28553,0.813293,1.23193,0.970509,1.30435,2.15795,1.68303,0.920244,3.58356,0.971159,0.878788,0,0.768083,0.857998,2.51581,2.19879,1.65217,1.18155,1.58807,1.0276,4.25548,0.96201,0.790909,0,0.597482,1.05497,2.04218,2.26561,1.26667,0.547533,0.943581,1.11666,1.1875,0.990579,0
55,0.3,0,0.0491697,0.0156393,0.00745824,0.0145187,0.00489731,0.00520325,0.0140482,0.0107873,0.00632556,0.032436,0.166667,0,0.00175408,0.00157831,0.000684297,0.000454857,0.000271706,0.000454857,0.000271706,0.000940723,0.000543413,0.00103623,0.166667,0,0.00135176,0.000215471,0.000215471,0.00040826,0,0.000215471,0.00019279,0.000215471,0,0.000713511,0.111111,0,0.000364605,0.000635938,0.000228938,0,0.000228938,0.000635938,0,0.000228938,0,0.000364605,1,0,1.29762,7.32492,3.17582,1.11413,0,2.11099,1.40934,4.36589,0,1.4523,1.5,0,4.8109,2.48185,2.98901,0,1.18681,0.715253,0,4.10908,0,2.84208,1.5,0,3.70747,0.338824,0.941176,0,0,0.338824,0,0.941176,0,1.95694,0
56,0.25,0,0.0461802,0.0270566,0.00984219,0.0267926,0.0129708,0.00884555,0.0254328,0.0086527,0.0173929,0.0315133,0.147059,0,0.00624636,0.0017914,0,0.00138627,0,0,0.00208795,0.00030012,0.000485909,0.00422179,0.148148,0,0.00442534,0.00363491,0.000700956,0.00396059,0.00353276,0.00085034,0.00320474,0.00127551,0.00278723,0.00282681,0.142857,0,0.00538,0.00310286,0.000341264,0.00256344,0.000544764,0.00112619,0.00340397,0.00168999,0.00161376,0.00217756,0.992647,0,1.4115,0.492833,0,0.350015,0,0,0.65152,0.235294,0.174334,1.49349,1.02941,0,1.16103,0.577339,0,0.540784,0,0,0.613386,0.177587,0.301103,1.93878,1.03704,0,0.822555,1.17147,2.054,1.54503,6.48494,0.755057,0.94147,0.754746,1.72716,1.29816,0
57,0.222222,0,0.0395666,0.0282588,0.0157863,0.0181644,0.0119978,0.0184108,0.0210654,0.0147654,0.0147387,0.0261389,0.1,0,0.00523238,0,0,0.000828157,0,0.000271739,0.00327153,0.000271739,0.00267221,0.00179637,0.222222,0,0.00282865,0.00597987,0.00238607,0.000350631,0.00396861,0.00367189,0.00111932,0.00477214,0.000768691,0.00198187,0.166667,0,0.00719277,0.00551716,0.00347165,0.0035337,0.00189264,0.00261065,0.00291159,0.00208043,0.00362561,0.00614726,0.45,0,1.84978,0,0,2.3619,0,0.0740053,2.92277,0.0569428,3.47631,0.906401,0.6,0,0.72745,0,0,0.23436,0,0.104089,1.12362,0.130617,0.737038,0.292223,1.33333,0,0.393263,1.08387,0.687301,0.0992249,2.09687,1.4065,0.384437,2.29383,0.212017,0.322399,0
58,0.166667,0,0.0604886,0.0188621,0.00925309,0.0331324,0.00529388,0.0159086,0.0359581,0.00786062,0.0119357,0.031985,0.125,0,0.0053086,0.00386938,0.00330969,0.00414241,0.00194004,0.00274788,0.00340029,0.00142778,0.00302016,0.00390213,0.121951,0,0.00843314,0.00308481,0,0.0069501,0,0.00119062,0.0071812,0.00184795,0.00252032,0.00697387,0.138889,0,0.0101328,0.0041486,0.00210944,0.00537094,0.00210944,0.00137728,0.00505693,0.000962254,0.000901876,0.00355089,1.025,0,0.629493,1.25433,0,0.596022,0,2.30793,0.473499,0.77263,1.19833,0.559535,0.9,0,0.523901,0.932695,1.56899,0.771263,0.919695,1.99515,0.672403,1.48379,3.34875,1.09891,0.878049,0,0.832259,0.743579,0,1.29402,0,0.864476,1.42007,1.92044,2.79453,1.96398,0
59,0.25,0,0.0577287,0.0297919,0.0121659,0.0298173,0.0129984,0.013457,0.0305323,0.022106,0.0140116,0.028724,0.157895,0,0.00891186,0.00346697,0.000444444,0.00490439,0.000444444,0.000553521,0.00518992,0.0033277,0.0012094,0.00430547,0.102564,0,0.00369075,0.00475479,0.00234739,0.00266511,0.00234739,0.00290294,0.00266511,0.00353786,0.00322067,0.0026156,0.206897,0,0.0120464,0.00329357,0.00248848,0.00693738,0.00210753,0.00263663,0.007275,0.00215691,0.00199769,0.00388924,1.53947,0,2.41464,0.729152,0.189336,1.84022,0.189336,0.190676,1.94735,0.940597,0.375511,1.64608,0.763158,0,0.739792,1.05265,0.178601,0.706951,0.210884,0.209935,0.713391,1.54281,0.605397,1.10702,0.495726,0,0.306377,1.44366,0.943302,0.384167,1.11381,1.10101,0.366339,1.64025,1.6122,0.672522,0
60,0.266667,0,0.0290039,0.024123,0.0132366,0.0195474,0.00510588,0.0233077,0.0180905,0.00830361,0.0101502,0.0316396,0.1,0,0.00157372,0.00140121,0,0.00142949,0,0.00123274,0.000548077,0.00217044,0.00025641,0.00346212,0.142857,0,0.00245985,0.0021978,0.000662158,0.000936884,0,0.00180685,0.00122992,0,0,0.00274091,0.1,0,0.00131868,0.00127458,0.00174513,0.000915751,0,0.0026495,0.000915751,0,0.000915751,0.00194703,0.7,0,0.639762,0.637549,0,1.52579,0,0.682261,0.445619,0,0,1.26313,1,0,1.1934,1.09935,0,1.561,0,0.465272,0.5985,0,0.28,1.77816,1.42857,0,1.86538,1.72434,0.379431,1.02308,0,0.681956,1.34308,0,0,1.40774,0
